"","Airport.Name","Total Flights","Delayed Flights","Delayed Percentage"
"4296","La Fria Airport",18,4,22.2222222222222
"4297","La Gaviota Airport",10,2,20
"4298","La Gomera Airport",9,5,55.5555555555556
"4299","La Grande Rivière Airport",18,2,11.1111111111111
"4300","La Grande-3 Airport",6,1,16.6666666666667
"4301","La Grande-4 Airport",10,5,50
"4302","La Grande/Union County Airport",8,5,62.5
"4303","La Guaira Airport",10,3,30
"4304","La Guardia Airport",13,3,23.0769230769231
"4305","La Güera Airport",7,3,42.8571428571429
"4306","La Isabela International Airport",8,3,37.5
"4307","La Laguna Airport",12,2,16.6666666666667
"4308","La Macarena Airport",8,4,50
"4309","La Macaza / Mont-Tremblant International Inc Airport",9,3,33.3333333333333
"4310","La Môle Airport",7,5,71.4285714285714
"4311","La Nubia Airport",10,1,10
"4312","La Palma Airport",6,2,33.3333333333333
"4313","La Pedrera Airport",16,4,25
"4314","La Plata Airport",12,6,50
"4315","La Porte Municipal Airport",11,4,36.3636363636364
"4316","La Primavera Airport",13,3,23.0769230769231
"4317","La Roche-sur-Yon Airport",9,1,11.1111111111111
"4318","La Rochelle-Île de Ré Airport",9,6,66.6666666666667
"4319","La Romaine Airport",7,0,0
"4320","La Ronge Airport",9,1,11.1111111111111
"4321","La Sarre Airport",12,5,41.6666666666667
"4322","La Tabatière Airport",12,5,41.6666666666667
"4323","La Tontouta International Airport",15,4,26.6666666666667
"4324","La Tuque Airport",15,3,20
"4325","LaGrange Callaway Airport",11,4,36.3636363636364
"4326","Lab Lab Airport",12,1,8.33333333333333
"4327","Labasa Airport",9,4,44.4444444444444
"4328","Labo Airport",11,3,27.2727272727273
"4329","Labuan Airport",9,0,0
"4330","Lac Brochet Airport",15,7,46.6666666666667
"4331","Lac Gagnon Seaplane Base",10,2,20
"4332","Lac La Biche Airport",16,8,50
"4333","Lackland Air Force Base",13,4,30.7692307692308
"4334","Laconia Municipal Airport",9,1,11.1111111111111
"4335","Ladd AAF Airfield",9,4,44.4444444444444
"4336","Ladouanie Airport",10,5,50
"4337","Lady Elliot Island Airstrip",11,5,45.4545454545455
"4338","Lady Franklin Point Airport",15,4,26.6666666666667
"4339","Ladysmith Airport",16,6,37.5
"4340","Lae Island Airport",15,2,13.3333333333333
"4341","Lafayette Regional Airport",8,0,0
"4342","Lages Airport",11,6,54.5454545454545
"4343","Laghouat Airport",5,3,60
"4344","Lago Argentino Airport",11,5,45.4545454545455
"4345","Lagoa Santa Airport",9,2,22.2222222222222
"4346","Lague Airport",11,6,54.5454545454545
"4347","Laguindingan Airport",14,5,35.7142857142857
"4348","Laguna Airport",14,2,14.2857142857143
"4349","Laguna Army Airfield",4,2,50
"4350","Laguna de Los Patos International Airport",6,2,33.3333333333333
"4351","Lagunillas Airport",11,5,45.4545454545455
"4352","Lahad Datu Airport",8,1,12.5
"4353","Lahr Airport",9,4,44.4444444444444
"4354","Lahti Vesivehmaa Airport",15,7,46.6666666666667
"4355","Lai Airport",12,6,50
"4356","Laiagam Airport",5,1,20
"4357","Lajes Airport",11,6,54.5454545454545
"4358","Lake Baringo Airport",13,4,30.7692307692308
"4359","Lake Brooks Seaplane Base",7,2,28.5714285714286
"4360","Lake Buena Vista STOLport",12,6,50
"4361","Lake Charles Regional Airport",12,4,33.3333333333333
"4362","Lake City Gateway Airport",12,5,41.6666666666667
"4363","Lake County Airport",27,13,48.1481481481481
"4364","Lake Cumberland Regional Airport",15,8,53.3333333333333
"4365","Lake Evella Airport",10,1,10
"4366","Lake Havasu City Airport",13,3,23.0769230769231
"4367","Lake Macquarie Airport",10,7,70
"4368","Lake Manyara Airport",10,5,50
"4369","Lake Murray Airport",7,1,14.2857142857143
"4370","Lake Nash Airport",12,6,50
"4371","Lake Placid Airport",6,1,16.6666666666667
"4372","Lake Rudolf Airport",10,2,20
"4373","Lake Tahoe Airport",10,3,30
"4374","Lakeba Island Airport",9,3,33.3333333333333
"4375","Lakefield Airport",12,2,16.6666666666667
"4376","Lakefront Airport",6,2,33.3333333333333
"4377","Lakehurst Maxfield Field Airport",9,2,22.2222222222222
"4378","Lakeland Airport",6,1,16.6666666666667
"4379","Lakeland Linder International Airport",8,3,37.5
"4380","Lakeland-Noble F. Lee Memorial field",5,3,60
"4381","Lal Bahadur Shastri Airport",11,5,45.4545454545455
"4382","Lalibella Airport",18,7,38.8888888888889
"4383","Lalmonirhat Airport",8,3,37.5
"4384","Lamap Airport",9,4,44.4444444444444
"4385","Lamar Municipal Airport",9,4,44.4444444444444
"4386","Lambarene Airport",14,4,28.5714285714286
"4387","Lamen Bay Airport",13,5,38.4615384615385
"4388","Lamerd Airport",10,1,10
"4389","Lamezia Terme Airport",13,4,30.7692307692308
"4390","Lamidanda Airport",11,5,45.4545454545455
"4391","Lampang Airport",16,6,37.5
"4392","Lampedusa Airport",11,6,54.5454545454545
"4393","Lampson Field",10,2,20
"4394","Lanai Airport",16,3,18.75
"4395","Lancang Jingmai Airport",10,4,40
"4396","Lancaster Airport",12,6,50
"4397","Land's End Airport",5,1,20
"4398","Landivisiau Air Base",11,6,54.5454545454545
"4399","Langebaanweg Airport",10,2,20
"4400","Langeoog Airport",11,6,54.5454545454545
"4401","Langimar Airport",13,5,38.4615384615385
"4402","Langkawi International Airport",11,8,72.7272727272727
"4403","Langley Air Force Base",7,2,28.5714285714286
"4404","Langley Airport",8,2,25
"4405","Langtang Airport",14,3,21.4285714285714
"4406","Lankaran International Airport",10,5,50
"4407","Lannion-Côte de Granit Airport",7,3,42.8571428571429
"4408","Lansdowne Airport",14,2,14.2857142857143
"4409","Lansdowne House Airport",13,1,7.69230769230769
"4410","Lanseria Airport",6,1,16.6666666666667
"4411","Lanyu Airport",9,3,33.3333333333333
"4412","Lanzarote Airport",8,4,50
"4413","Lanzhou Zhongchuan Airport",24,10,41.6666666666667
"4414","Laoag International Airport",10,4,40
"4415","Lappeenranta Airport",14,2,14.2857142857143
"4416","Lar Airport",7,2,28.5714285714286
"4417","Laramie Regional Airport",7,3,42.8571428571429
"4418","Laredo International Airport",7,3,42.8571428571429
"4419","Larisa Airport",8,4,50
"4420","Larnaca International Airport",11,6,54.5454545454545
"4421","Larsen Bay Airport",6,2,33.3333333333333
"4422","Las Américas International Airport",11,1,9.09090909090909
"4423","Las Breas Airport",5,2,40
"4424","Las Brujas Airport",24,11,45.8333333333333
"4425","Las Cruces Airport",8,2,25
"4426","Las Cruces International Airport",10,4,40
"4427","Las Flores Airport",23,8,34.7826086956522
"4428","Las Heras Airport",9,3,33.3333333333333
"4429","Las Malvinas/Echarate Airport",13,4,30.7692307692308
"4430","Las Vegas Airport",17,5,29.4117647058824
"4431","Las Vegas Municipal Airport",14,6,42.8571428571429
"4432","Lasham Airport",8,3,37.5
"4433","Lashio Airport",7,2,28.5714285714286
"4434","Lastourville Airport",12,6,50
"4435","Lathrop Wells Airport / Jackass Aeropark",10,4,40
"4436","Latina Air Base",11,5,45.4545454545455
"4437","Latrobe Airport",13,6,46.1538461538462
"4438","Latrobe Valley Airport",15,3,20
"4439","Laucala Island Airport",13,5,38.4615384615385
"4440","Laughlin Bullhead International Airport",10,3,30
"4441","Launceston Airport",9,5,55.5555555555556
"4442","Laura Airport",11,2,18.1818181818182
"4443","Laurence G Hanscom Field",10,4,40
"4444","Laurie River Airport",10,4,40
"4445","Laurinburg Maxton Airport",12,2,16.6666666666667
"4446","Lauriston Airport",7,1,14.2857142857143
"4447","Lauro Carneiro de Loyola Airport",7,4,57.1428571428571
"4448","Lauro Kurtz Airport",12,5,41.6666666666667
"4449","Lausanne-Blécherette Airport",6,1,16.6666666666667
"4450","Lava Falls Heliport",7,1,14.2857142857143
"4451","Laval-Entrammes Airport",14,4,28.5714285714286
"4452","Lavan Island Airport",17,7,41.1764705882353
"4453","Laverton Airport",7,3,42.8571428571429
"4454","Lawas Airport",14,7,50
"4455","Lawn Hill Airport",9,2,22.2222222222222
"4456","Lawrence County Airpark",7,3,42.8571428571429
"4457","Lawrence J Timmerman Airport",15,5,33.3333333333333
"4458","Lawrence Municipal Airport",26,10,38.4615384615385
"4459","Lawrenceville Brunswick Municipal Airport",9,4,44.4444444444444
"4460","Lawrenceville Vincennes International Airport",15,6,40
"4461","Lawson Army Air Field (Fort Benning)",10,3,30
"4462","Lawton Fort Sill Regional Airport",10,0,0
"4463","Layang-Layang Airport",10,2,20
"4464","Le Castellet Airport",8,5,62.5
"4465","Le Havre Octeville Airport",12,1,8.33333333333333
"4466","Le Mans-Arnage Airport",12,5,41.6666666666667
"4467","Le Mars Municipal Airport",13,4,30.7692307692308
"4468","Le Puy-Loudes Airport",9,4,44.4444444444444
"4469","Le Touquet-Côte d'Opale Airport",14,9,64.2857142857143
"4470","Lea County Regional Airport",11,4,36.3636363636364
"4471","Leaf Rapids Airport",16,4,25
"4472","Learmonth Airport",12,8,66.6666666666667
"4473","Lebak Rural Airport",10,5,50
"4474","Lebakeng Airport",15,3,20
"4475","Lebanon Municipal Airport",14,7,50
"4476","Lebel-sur-Quevillon Airport",17,5,29.4117647058824
"4477","Lecce Galatina Air Base",8,2,25
"4478","Lee Airport",6,2,33.3333333333333
"4479","Lee C Fine Memorial Airport",7,2,28.5714285714286
"4480","Lee Gilmer Memorial Airport",9,5,55.5555555555556
"4481","Leeds Bradford Airport",7,1,14.2857142857143
"4482","Leesburg International Airport",11,3,27.2727272727273
"4483","Leeuwarden Air Base",15,9,60
"4484","Leeward Point Field",12,5,41.6666666666667
"4485","Lefkoniko Airport",11,4,36.3636363636364
"4486","Legazpi City International Airport",9,3,33.3333333333333
"4487","Leh Kushok Bakula Rimpochee Airport",10,5,50
"4488","Lehigh Valley International Airport",13,6,46.1538461538462
"4489","Lehu Airport",10,5,50
"4490","Leigh Creek Airport",12,6,50
"4491","Leinster Airport",13,4,30.7692307692308
"4492","Leipzig/Halle Airport",7,4,57.1428571428571
"4493","Leirin Airport",10,2,20
"4494","Leite Lopes Airport",10,2,20
"4495","Leitre Airport",4,1,25
"4496","Lekana Airport",11,3,27.2727272727273
"4497","Lekhwair Airport",5,3,60
"4498","Leknes Airport",9,4,44.4444444444444
"4499","Lekoni Airport",11,4,36.3636363636364
"4500","Lelystad Airport",11,6,54.5454545454545
"4501","Leme Airport",14,4,28.5714285714286
"4502","Lemhi County Airport",12,4,33.3333333333333
"4503","Lemmon Municipal Airport",14,6,42.8571428571429
"4504","Lemoore Naval Air Station (Reeves Field) Airport",10,2,20
"4505","Lemwerder Airport",6,2,33.3333333333333
"4506","Lenawee County Airport",10,5,50
"4507","Lengbati Airport",10,3,30
"4508","Lengpui Airport",9,2,22.2222222222222
"4509","Lennart Meri Tallinn Airport",17,7,41.1764705882353
"4510","Lensk Airport",8,3,37.5
"4511","Lençóis Paulista Airport",7,2,28.5714285714286
"4512","Leo Airport",15,3,20
"4513","Leon Airport",11,2,18.1818181818182
"4514","Leonard M Thompson International Airport",10,3,30
"4515","Leonardo da Vinci–Fiumicino Airport",13,5,38.4615384615385
"4516","Leonora Airport",14,6,42.8571428571429
"4517","Leopoldina Airport",12,4,33.3333333333333
"4518","Lereh Airport",12,4,33.3333333333333
"4519","Leribe Airport",11,4,36.3636363636364
"4520","Leron Plains Airport",12,3,25
"4521","Leros Airport",10,2,20
"4522","Lerwick / Tingwall Airport",11,2,18.1818181818182
"4523","Les Bases Airport",14,4,28.5714285714286
"4524","Les Cayes Airport",7,3,42.8571428571429
"4525","Les Sables-d'Olonne Talmont Airport",9,4,44.4444444444444
"4526","Lese Airport",11,4,36.3636363636364
"4527","Leshukonskoye Airport",7,4,57.1428571428571
"4528","Lesobeng Airport",15,1,6.66666666666667
"4529","Lester B. Pearson International Airport",8,2,25
"4530","Letfotar Airport",9,2,22.2222222222222
"4531","Lethbridge County Airport",11,4,36.3636363636364
"4532","Lethem Airport",5,3,60
"4533","Letterkenny Airport",6,5,83.3333333333333
"4534","Levelock Airport",9,3,33.3333333333333
"4535","Levuka Airfield",11,3,27.2727272727273
"4536","Lewis University Airport",10,5,50
"4537","Lewiston Nez Perce County Airport",12,4,33.3333333333333
"4538","Lewistown Municipal Airport",13,5,38.4615384615385
"4539","Lewoleba Airport",13,2,15.3846153846154
"4540","Lhasa Gonggar Airport",12,4,33.3333333333333
"4541","Lhok Sukon Airport",7,1,14.2857142857143
"4542","Liangping Airport",14,2,14.2857142857143
"4543","Lianshui Airport",5,2,40
"4544","Lianyungang Airport",5,2,40
"4545","Libenge Airport",7,3,42.8571428571429
"4546","Liberal Mid-America Regional Airport",14,2,14.2857142857143
"4547","Libertador Gral D Jose De San Martin Airport",16,4,25
"4548","Libo Airport",11,5,45.4545454545455
"4549","Liboi Airport",18,6,33.3333333333333
"4550","Libreville Leon M'ba International Airport",11,4,36.3636363636364
"4551","Licenciado Adolfo Lopez Mateos International Airport",6,2,33.3333333333333
"4552","Licenciado Benito Juarez International Airport",10,4,40
"4553","Licenciado Gustavo Díaz Ordaz International Airport",18,8,44.4444444444444
"4554","Licenciado Manuel Crescencio Rejon Int Airport",16,3,18.75
"4555","Licenciado Miguel de la Madrid Airport",11,5,45.4545454545455
"4556","Licenciado y General Ignacio Lopez Rayon Airport",13,6,46.1538461538462
"4557","Lichinga Airport",14,2,14.2857142857143
"4558","Lidköping-Hovby Airport",21,7,33.3333333333333
"4559","Lien Khuong Airport",11,4,36.3636363636364
"4560","Liepāja International Airport",9,4,44.4444444444444
"4561","Lifou Airport",9,1,11.1111111111111
"4562","Lifuka Island Airport",11,3,27.2727272727273
"4563","Lightning Ridge Airport",15,7,46.6666666666667
"4564","Lihue Airport",11,3,27.2727272727273
"4565","Lijiang Airport",7,4,57.1428571428571
"4566","Likiep Airport",12,5,41.6666666666667
"4567","Likoma Island Airport",8,3,37.5
"4568","Lille-Lesquin Airport",12,6,50
"4569","Lilongwe International Airport",15,4,26.6666666666667
"4570","Lima Allen County Airport",19,8,42.1052631578947
"4571","Limbang Airport",13,9,69.2307692307692
"4572","Limbunya Airport",11,5,45.4545454545455
"4573","Lime Acres Finsch Mine Airport",5,3,60
"4574","Lime Village Airport",14,4,28.5714285714286
"4575","Limeira Airport",14,3,21.4285714285714
"4576","Limnos Airport",14,3,21.4285714285714
"4577","Limoges Airport",10,4,40
"4578","Limon International Airport",11,2,18.1818181818182
"4579","Limon Municipal Airport",9,2,22.2222222222222
"4580","Limpopo Valley Airport",12,2,16.6666666666667
"4581","Lincoln Airport",11,1,9.09090909090909
"4582","Lindeman Island Airport",20,10,50
"4583","Linden Airport",9,4,44.4444444444444
"4584","Lindi Airport",13,4,30.7692307692308
"4585","Lindu Airport",9,4,44.4444444444444
"4586","Linfen Qiaoli Airport",9,2,22.2222222222222
"4587","Linga Linga Airport",5,2,40
"4588","Lingling Airport",15,4,26.6666666666667
"4589","Linköping City Airport",17,8,47.0588235294118
"4590","Lins Airport",10,3,30
"4591","Lintsang Airfield",10,3,30
"4592","Linz Hörsching Airport",10,4,40
"4593","Lipetsk Airport",20,7,35
"4594","Liping Airport",10,3,30
"4595","Lisala Airport",17,7,41.1764705882353
"4596","Lismore Airport",13,6,46.1538461538462
"4597","Lissadell Airport",13,7,53.8461538461538
"4598","Lista Airport",5,0,0
"4599","Little Grand Rapids Airport",9,3,33.3333333333333
"4600","Little Rock Air Force Base",9,4,44.4444444444444
"4601","Liupanshui Yuezhao Airport",8,3,37.5
"4602","Liuting Airport",10,4,40
"4603","Liuzhou Bailian Airport",11,7,63.6363636363636
"4604","Livengood Camp Airport",13,7,53.8461538461538
"4605","Livermore Municipal Airport",8,3,37.5
"4606","Liverpool John Lennon Airport",16,5,31.25
"4607","Livingstone Airport",10,5,50
"4608","Lizard Island Airport",13,5,38.4615384615385
"4609","Liège Airport",11,5,45.4545454545455
"4610","Ljubljana Jože Pučnik Airport",12,4,33.3333333333333
"4611","Lleida-Alguaire Airport",14,6,42.8571428571429
"4612","Lloydminster Airport",13,3,23.0769230769231
"4613","Loakan Airport",16,4,25
"4614","Loani Airport",12,3,25
"4615","Lobatse Airport",13,6,46.1538461538462
"4616","Locarno Airport",9,2,22.2222222222222
"4617","Lock Airport",12,4,33.3333333333333
"4618","Lockhart River Airport",10,7,70
"4619","Lodja Airport",16,5,31.25
"4620","Lodwar Airport",8,5,62.5
"4621","Loei Airport",10,4,40
"4622","Loen Airport",8,2,25
"4623","Logan-Cache Airport",12,4,33.3333333333333
"4624","Logroño-Agoncillo Airport",12,5,41.6666666666667
"4625","Loikaw Airport",16,7,43.75
"4626","Lok Nayak Jayaprakash Airport",8,5,62.5
"4627","Lokichoggio Airport",9,5,55.5555555555556
"4628","Lokpriya Gopinath Bordoloi International Airport",4,2,50
"4629","Lolland Falster Maribo Airport",11,1,9.09090909090909
"4630","Lombok International Airport",12,6,50
"4631","Lompoc Airport",9,2,22.2222222222222
"4632","Lomé-Tokoin Airport",13,2,15.3846153846154
"4633","Loncopue Airport",8,4,50
"4634","Londolovit Airport",16,3,18.75
"4635","Londolozi Airport",8,5,62.5
"4636","London Airport",9,2,22.2222222222222
"4637","London Biggin Hill Airport",18,7,38.8888888888889
"4638","London City Airport",8,1,12.5
"4639","London Gatwick Airport",13,5,38.4615384615385
"4640","London Heathrow Airport",9,2,22.2222222222222
"4641","London Luton Airport",18,5,27.7777777777778
"4642","London Stansted Airport",9,2,22.2222222222222
"4643","London-Corbin Airport/Magee Field",14,5,35.7142857142857
"4644","Lonely Air Station",23,8,34.7826086956522
"4645","Lonesome Pine Airport",10,3,30
"4646","Long Akah Airport",9,2,22.2222222222222
"4647","Long Apung Airport",10,2,20
"4648","Long Banga Airport",9,2,22.2222222222222
"4649","Long Bawan Airport",9,4,44.4444444444444
"4650","Long Beach /Daugherty Field/ Airport",9,0,0
"4651","Long Island Airport",11,4,36.3636363636364
"4652","Long Island Mac Arthur Airport",7,2,28.5714285714286
"4653","Long Lama Airport",3,1,33.3333333333333
"4654","Long Lellang Airport",5,3,60
"4655","Long Pasia Airport",11,4,36.3636363636364
"4656","Long Semado Airport",9,4,44.4444444444444
"4657","Long Seridan Airport",11,5,45.4545454545455
"4658","Long Sukang Airport",12,2,16.6666666666667
"4659","Long Xuyên Airport",13,5,38.4615384615385
"4660","Longana Airport",10,2,20
"4661","Longdongbao Airport",14,4,28.5714285714286
"4662","Longjia Airport",10,3,30
"4663","Longnan Chengzhou Airport",9,3,33.3333333333333
"4664","Longreach Airport",9,4,44.4444444444444
"4665","Longyan Guanzhishan Airport",7,4,57.1428571428571
"4666","Lonorore Airport",6,2,33.3333333333333
"4667","Lopez Island Airport",10,0,0
"4668","Loralai Airport",12,4,33.3333333333333
"4669","Lord Howe Island Airport",5,2,40
"4670","Lordsburg Municipal Airport",7,2,28.5714285714286
"4671","Loreto International Airport",5,0,0
"4672","Lorient South Brittany (Bretagne Sud) Airport",17,5,29.4117647058824
"4673","Loring International Airport",14,6,42.8571428571429
"4674","Loring Seaplane Base",13,5,38.4615384615385
"4675","Lorraine Airport",18,9,50
"4676","Los Alamos Airport",18,8,44.4444444444444
"4677","Los Angeles International Airport",16,5,31.25
"4678","Los Banos Municipal Airport",13,2,15.3846153846154
"4679","Los Cabos International Airport",5,3,60
"4680","Los Cerrillos Airport",17,6,35.2941176470588
"4681","Los Chiles Airport",16,5,31.25
"4682","Los Colonizadores Airport",9,2,22.2222222222222
"4683","Los Garzones Airport",9,4,44.4444444444444
"4684","Los Menucos Airport",12,4,33.3333333333333
